,title,year,activity,agent
12185,Sabrina Down Under,1999,Key cast:,Enrico Mammarella
12186,Sabrina Down Under,1999,Key cast:,Thomas Fountain
12187,Sabrina Down Under,1999,Key cast:,Dave Nemeth
12188,Sabrina Down Under,1999,Director/s:,Kenneth R. Koch
12189,Sabrina Down Under,1999,Producer/s:,Melissa Joan Hart
12190,Sacred Sex,1991,Key cast:,Tanya Gerstle
12191,Sacred Sex,1991,Key cast:,Annie Sprinkle
12192,Sacred Sex,1991,Key cast:,Les Nichols
12193,Sacred Sex,1991,Key cast:,Alan Lowen
12194,Sacred Sex,1991,Key cast:,Margo Anand
12195,Sacred Sex,1991,Key cast:,Nik Douglas
12196,Sacred Sex,1991,Key cast:,Penny Slinger
12197,Sacred Sex,1991,Key cast:,Jolan Chang
12198,Sacred Sex,1991,Key cast:,Gunther Weil
12199,Sacred Sex,1991,Key cast:,Rylin Weil
12200,Sacred Sex,1991,Key cast:,Jwala
12201,Sacred Sex,1991,Key cast:,June Reinisch
12202,Sacred Sex,1991,Director/s:,Cynthia Connop
12203,Sacred Sex,1991,Producer/s:,Cynthia Connop
12204,Sally Marshall Is Not An Alien,1999,Key cast:,Helen Neville
12205,Sally Marshall Is Not An Alien,1999,Key cast:,Natalie Vansier
12206,Sally Marshall Is Not An Alien,1999,Key cast:,Thea Gumbert
12207,Sally Marshall Is Not An Alien,1999,Key cast:,Glenn McMillan
12208,Sally Marshall Is Not An Alien,1999,Key cast:,Danielle de Grassi
12209,Sally Marshall Is Not An Alien,1999,Key cast:,Mignon Kent
12210,Sally Marshall Is Not An Alien,1999,Key cast:,Patrick Moore
12211,Sally Marshall Is Not An Alien,1999,Key cast:,Vince Poletto
12212,Sally Marshall Is Not An Alien,1999,Key cast:,Melissa Jaffer
12213,Sally Marshall Is Not An Alien,1999,Key cast:,Peter O'Brien
12214,Sally Marshall Is Not An Alien,1999,Key cast:,"Nigel ""Mr Spin"" Martin"
12215,Sally Marshall Is Not An Alien,1999,Director/s:,Mario Andreacchio
12216,Sally Marshall Is Not An Alien,1999,Producer/s:,Terry J. Charatsis
12217,Sally Marshall Is Not An Alien,1999,Producer/s:,Micheline Charest
12218,Salt Saliva Sperm Sweat,1987,Key cast:,Phillip Dean
12219,Salt Saliva Sperm Sweat,1987,Key cast:,Jean Kittson
12220,Salt Saliva Sperm Sweat,1987,Director/s:,Philip Brophy
12221,Salt Saliva Sperm Sweat,1987,Producer/s:,Rod Bishop
12222,The Salute of the Jugger,1989,Key cast:,Rutger Hauer
12223,The Salute of the Jugger,1989,Key cast:,Joan Chen
12224,The Salute of the Jugger,1989,Key cast:,Vincent Phillip D'Onofrio
12225,The Salute of the Jugger,1989,Key cast:,Anna Katarina
12226,The Salute of the Jugger,1989,Key cast:,Delroy Lindo
12227,The Salute of the Jugger,1989,Key cast:,Hugh Keays-Byrne
12228,The Salute of the Jugger,1989,Key cast:,Gandhi Macintyre
12229,The Salute of the Jugger,1989,Key cast:,Max Fairchild
12230,The Salute of the Jugger,1989,Key cast:,Justin Monju
12231,The Salute of the Jugger,1989,Key cast:,Basil Clarke
12232,The Salute of the Jugger,1989,Director/s:,David Peoples
12233,The Salute of the Jugger,1989,Producer/s:,Charles Roven
12234,Samba to Slow Fox,1986,Key cast:,
12235,Samba to Slow Fox,1986,Director/s:,Maria Stratford
12236,Samba to Slow Fox,1986,Producer/s:,Maria Stratford
12237,sample people,2000,Key cast:,Kylie Minogue
12238,sample people,2000,Key cast:,Ben Mendelsohn
12239,sample people,2000,Key cast:,Simon Lyndon
12240,sample people,2000,Key cast:,David Field
12241,sample people,2000,Key cast:,Paula Arundell
12242,sample people,2000,Key cast:,Joel Edgerton
12243,sample people,2000,Key cast:,Nathalie Roy
12244,sample people,2000,Key cast:,Nathan Page
12245,sample people,2000,Key cast:,Justin Rosniak
12246,sample people,2000,Key cast:,Matthew Wilkinson
12247,sample people,2000,Key cast:,Gandhi Macintyre
12248,sample people,2000,Key cast:,Dorian Nkono
12249,sample people,2000,Key cast:,John Dick
12250,sample people,2000,Director/s:,Clinton Smith
12251,sample people,2000,Producer/s:,Emile Sherman
12252,sample people,2000,Producer/s:,Barton Smith
12253,Santa&#039;s Apprentice,2010,Key cast:,Shane Jacobson
12254,Santa&#039;s Apprentice,2010,Key cast:,Magda Szubanski
12255,Santa&#039;s Apprentice,2010,Key cast:,Delta Goodrem
12256,Santa&#039;s Apprentice,2010,Key cast:,Jack Versace
12257,Santa&#039;s Apprentice,2010,Key cast:,Georgie Parker
12258,Santa&#039;s Apprentice,2010,Key cast:,Max Cullen
12259,Santa&#039;s Apprentice,2010,Key cast:,Hugh Sheridan
12260,Santa&#039;s Apprentice,2010,Key cast:,Shardyn Fahey Leigh
12261,Santa&#039;s Apprentice,2010,Key cast:,Holly Fraser
12262,Santa&#039;s Apprentice,2010,Key cast:,Chris Leaney
12263,Santa&#039;s Apprentice,2010,Key cast:,Jim Pike
12264,Santa&#039;s Apprentice,2010,Key cast:,Kristian Schmid
12265,Santa&#039;s Apprentice,2010,Key cast:,Jacinta Stapleton
12266,Santa&#039;s Apprentice,2010,Director/s:,Luc Vinciguerra
12267,Santa&#039;s Apprentice,2010,Producer/s:,Jean-Pierre Quenet
12268,Sarah,1982,Key cast:,Mia Farrow
12269,Sarah,1982,Key cast:,Joan Bruce
12270,Sarah,1982,Key cast:,John Faassen
12271,Sarah,1982,Key cast:,Ron Haddrick
12272,Sarah,1982,Key cast:,Shane Porteous
12273,Sarah,1982,Director/s:,Yoram Gross
12274,Sarah,1982,Producer/s:,Yoram Gross
12275,Save the Lady,1981,Key cast:,Wallas Eaton
12276,Save the Lady,1981,Key cast:,John Ewart
12277,Save the Lady,1981,Key cast:,Desmond Tester
12278,Save the Lady,1981,Key cast:,Bill Kerr
12279,Save the Lady,1981,Key cast:,Miranda Cartledge
12280,Save the Lady,1981,Key cast:,Robert Clarkson
12281,Save the Lady,1981,Key cast:,Matthew Excell
12282,Save the Lady,1981,Key cast:,Kim Clifford
12283,Save the Lady,1981,Key cast:,John Cobley
12284,Save the Lady,1981,Key cast:,Ross Skiffington
12285,Save the Lady,1981,Key cast:,John Unicomb
12286,Save the Lady,1981,Director/s:,Leon Thau
12287,Save the Lady,1981,Producer/s:,Barry Pierce
12288,Say A Little Prayer,1992,Key cast:,Sudi De Winter
12289,Say A Little Prayer,1992,Key cast:,Fiona Ruttelle
12290,Say A Little Prayer,1992,Key cast:,Rebecca Smart
12291,Say A Little Prayer,1992,Key cast:,Lynne Murphy
12292,Say A Little Prayer,1992,Key cast:,Micki Camilleri
12293,Say A Little Prayer,1992,Key cast:,Ben Mendelsohn
12294,Say A Little Prayer,1992,Key cast:,Jill Forster
12295,Say A Little Prayer,1992,Key cast:,Greg Carroll
12296,Say A Little Prayer,1992,Director/s:,Richard Lowenstein
12297,Say A Little Prayer,1992,Producer/s:,Carol Hughes
12298,Scobie Malone,1975,Key cast:,Jack Thompson
12299,Scobie Malone,1975,Key cast:,Judy Morris
12300,Scobie Malone,1975,Key cast:,Shane Porteous
12301,Scobie Malone,1975,Key cast:,Jacqueline Kott
12302,Scobie Malone,1975,Key cast:,James Condon
12303,Scobie Malone,1975,Key cast:,Joe Martin
12304,Scobie Malone,1975,Key cast:,Cul Cullen
12305,Scobie Malone,1975,Key cast:,Bunkie
12306,Scobie Malone,1975,Key cast:,Victoria Anoux
12307,Scobie Malone,1975,Key cast:,Zoe Salmon
12308,Scobie Malone,1975,Key cast:,Noel Ferrier
12309,Scobie Malone,1975,Key cast:,Walter Sullivan
12310,Scobie Malone,1975,Key cast:,Max Meldrum
12311,Scobie Malone,1975,Key cast:,Christine Danielle
12312,Scobie Malone,1975,Key cast:,Peter McLean
12313,Scobie Malone,1975,Key cast:,Ken Goodlet
12314,Scobie Malone,1975,Key cast:,Joe James
12315,Scobie Malone,1975,Key cast:,Len London
12316,Scobie Malone,1975,Director/s:,Terry Ohlsson
12317,Scobie Malone,1975,Producer/s:,Casey Robinson
12318,Scratch,2000,Key cast:,Bernie Ledger
12319,Scratch,2000,Key cast:,Jed Kurzel
12320,Scratch,2000,Key cast:,Victoria Dixon-Whittle
12321,Scratch,2000,Key cast:,Aaron March
12322,Scratch,2000,Key cast:,Michael Habib
12323,Scratch,2000,Key cast:,Andy McPhee
12324,Scratch,2000,Key cast:,Irena Dangov
12325,Scratch,2000,Director/s:,Michael Ralph
12326,Scratch,2000,Producer/s:,David Rowe
12327,Sebastian and the Sparrow,1988,Key cast:,Alexander Bainbridge
12328,Sebastian and the Sparrow,1988,Key cast:,Jeremy Angerson
12329,Sebastian and the Sparrow,1988,Key cast:,Robert Coleby
12330,Sebastian and the Sparrow,1988,Key cast:,Elizabeth Alexander
12331,Sebastian and the Sparrow,1988,Key cast:,John Clayton
12332,Sebastian and the Sparrow,1988,Key cast:,Vincent Gill
12333,Sebastian and the Sparrow,1988,Key cast:,Patrick Frost
12334,Sebastian and the Sparrow,1988,Key cast:,Brenton Whittle
12335,Sebastian and the Sparrow,1988,Key cast:,Kathryn Fisher
12336,Sebastian and the Sparrow,1988,Key cast:,Bob Newman
12337,Sebastian and the Sparrow,1988,Key cast:,Grant Piro
12338,Sebastian and the Sparrow,1988,Director/s:,Scott Hicks
12339,Sebastian and the Sparrow,1988,Producer/s:,Scott Hicks
12340,Secret of the Skies,1934,Key cast:,John D'Arcy
12341,Secret of the Skies,1934,Key cast:,Norman Shepherd
12342,Secret of the Skies,1934,Key cast:,Ella Bromley
12343,Secret of the Skies,1934,Key cast:,Fred Patey
12344,Secret of the Skies,1934,Key cast:,James Dee
12345,Secret of the Skies,1934,Key cast:,Paul Alsop
12346,Secret of the Skies,1934,Key cast:,Guy Hastings
12347,Secret of the Skies,1934,Key cast:,Ada Koradgi
12348,Secret of the Skies,1934,Key cast:,Norman Banks
12349,Secret of the Skies,1934,Key cast:,Eddie Balmer
12350,Secret of the Skies,1934,Director/s:,A. R. Harwood
12351,Secret of the Skies,1934,Producer/s:,A. R. Harwood
12352,Secrets,1992,Key cast:,Beth Champion
12353,Secrets,1992,Key cast:,Malcolm Kennard
12354,Secrets,1992,Key cast:,Dannii Minogue
12355,Secrets,1992,Key cast:,Willa O'Neil
12356,Secrets,1992,Key cast:,Noah Taylor
12357,Secrets,1992,Key cast:,Joan Reid
12358,Secrets,1992,Key cast:,Joy Watson
12359,Secrets,1992,Key cast:,Peter Vere Jones
12360,Secrets,1992,Director/s:,Michael Pattinson
12361,Secrets,1992,Producer/s:,Michael Pattinson
12362,The Secrets of Sacred Sex,1994,Key cast:,Tanya Gerstle
12363,The Secrets of Sacred Sex,1994,Key cast:,Christine Niyaso Carter
12364,The Secrets of Sacred Sex,1994,Key cast:,Diane Riley
12365,The Secrets of Sacred Sex,1994,Key cast:,Kerry Riley
12366,The Secrets of Sacred Sex,1994,Director/s:,Cynthia Connop
12367,The Secrets of Sacred Sex,1994,Producer/s:,Ron Tanner
12368,The Secrets of Sacred Sex,1994,Producer/s:,Cynthia Connop
12369,Selkie,2000,Key cast:,Bryan Marshall
12370,Selkie,2000,Key cast:,Celine Griffin
12371,Selkie,2000,Key cast:,Shimon Moore
12372,Selkie,2000,Key cast:,Elspeth Ballantyne
12373,Selkie,2000,Key cast:,Mariana Rego
12374,Selkie,2000,Key cast:,Chelsea Bruland
12375,Selkie,2000,Key cast:,Dion Campbell
12376,Selkie,2000,Key cast:,Edmund Pegge
12377,Selkie,2000,Key cast:,Scott Harrison
12378,Selkie,2000,Key cast:,Michael Habib
12379,Selkie,2000,Key cast:,Geoff Revell
12380,Selkie,2000,Director/s:,Donald Crombie
12381,Selkie,2000,Producer/s:,Jane Ballantyne
12382,Selkie,2000,Producer/s:,Rob George
12383,Sensitive New Age Killer,2000,Key cast:,Paul Moder
12384,Sensitive New Age Killer,2000,Key cast:,Kevin Hopkins
12385,Sensitive New Age Killer,2000,Key cast:,Helen Hopkins
12386,Sensitive New Age Killer,2000,Key cast:,Carolyn Bock
12387,Sensitive New Age Killer,2000,Key cast:,Frank Bren
12388,Sensitive New Age Killer,2000,Key cast:,Peter Beitans
12389,Sensitive New Age Killer,2000,Key cast:,Arthur Penn
12390,Sensitive New Age Killer,2000,Key cast:,Don Bridges
12391,Sensitive New Age Killer,2000,Key cast:,Dawn Klingberg
12392,Sensitive New Age Killer,2000,Key cast:,Len Steel
12393,Sensitive New Age Killer,2000,Key cast:,Mary Sitarenos
12394,Sensitive New Age Killer,2000,Key cast:,Hung Le
12395,Sensitive New Age Killer,2000,Key cast:,Lawrence Mah
12396,Sensitive New Age Killer,2000,Key cast:,Colin Savage
12397,Sensitive New Age Killer,2000,Director/s:,Mark Savage
12398,Sensitive New Age Killer,2000,Producer/s:,John Brousek
12399,Sensitive New Age Killer,2000,Producer/s:,Mark Savage
12400,The Sentimental Bloke,1932,Key cast:,Cecil Scott
12401,The Sentimental Bloke,1932,Key cast:,Ray Fisher
12402,The Sentimental Bloke,1932,Key cast:,Tal Ordell
12403,The Sentimental Bloke,1932,Key cast:,Athol Tier
12404,The Sentimental Bloke,1932,Key cast:,Edna Morecombe
12405,The Sentimental Bloke,1932,Key cast:,Keith Desmond
12406,The Sentimental Bloke,1932,Key cast:,Dora Mostyn
12407,The Sentimental Bloke,1932,Key cast:,William Carroll
12408,The Sentimental Bloke,1932,Key cast:,Leslie Gordon
12409,The Sentimental Bloke,1932,Key cast:,Katie Towers
12410,The Sentimental Bloke,1932,Key cast:,William Ralston
12411,The Sentimental Bloke,1932,Key cast:,Barney Egan
12412,The Sentimental Bloke,1932,Director/s:,F. W. Thring
12413,The Sentimental Bloke,1932,Producer/s:,F. W. Thring
12414,Serenades,2000,Key cast:,Alice Haines
12415,Serenades,2000,Key cast:,Aden Young
12416,Serenades,2000,Key cast:,Siniša Ćopić
12417,Serenades,2000,Key cast:,Bille Brown
12418,Serenades,2000,Key cast:,David Gulpilil
12419,Serenades,2000,Key cast:,Nicholas Lathouris
12420,Serenades,2000,Key cast:,Rodney Afif
12421,Serenades,2000,Key cast:,Katayla Williams
12422,Serenades,2000,Key cast:,Ben Winsor
12423,Serenades,2000,Key cast:,David Ngoombujarra
12424,Serenades,2000,Key cast:,Eileen Darley
12425,Serenades,2000,Key cast:,Yiani Harpas
12426,Serenades,2000,Key cast:,Monette Lee
12427,Serenades,2000,Key cast:,Netta Yaschin
12428,Serenades,2000,Key cast:,Linda Rowlands
12429,Serenades,2000,Key cast:,Celine Griffin
12430,Serenades,2000,Key cast:,Stephen Sheehan
12431,Serenades,2000,Director/s:,Mojgan Khadem
12432,Serenades,2000,Producer/s:,Sandra Levy
12433,The Set,1970,Key cast:,Hazel Phillips
12434,The Set,1970,Key cast:,Sean McEuan
12435,The Set,1970,Key cast:,Rod Mullinar
12436,The Set,1970,Key cast:,Denis Doonan
12437,The Set,1970,Key cast:,Julie Rodgers
12438,The Set,1970,Key cast:,Brenda Senders
12439,The Set,1970,Key cast:,Ann Aczel
12440,The Set,1970,Key cast:,Michael Charnley
12441,The Set,1970,Key cast:,Bronwyn Barber
12442,The Set,1970,Key cast:,Elsa Jacoby
12443,The Set,1970,Key cast:,Les Berryman
12444,The Set,1970,Key cast:,Muriel Hopkins
12445,The Set,1970,Key cast:,Hugh Sawkins
12446,The Set,1970,Key cast:,Ken Johnson
12447,The Set,1970,Director/s:,Frank Brittain
12448,The Set,1970,Producer/s:,Frank Brittain
12449,The Settlement,1983,Key cast:,Bill Kerr
12450,The Settlement,1983,Key cast:,John Jarratt
12451,The Settlement,1983,Key cast:,Lorna Lesley
12452,The Settlement,1983,Key cast:,Tony Barry
12453,The Settlement,1983,Key cast:,Katy Wild
12454,The Settlement,1983,Key cast:,David Downer
12455,The Settlement,1983,Key cast:,Elaine Cusick
12456,The Settlement,1983,Key cast:,Alan Cassell
12457,The Settlement,1983,Key cast:,Babette Stephens
12458,The Settlement,1983,Key cast:,Neil Fitzpatrick
12459,The Settlement,1983,Key cast:,Dudley Hogarth
12460,The Settlement,1983,Key cast:,Dennis Grosvenor
12461,The Settlement,1983,Key cast:,Maurice Hughes
12462,The Settlement,1983,Key cast:,Harry Lawrence
12463,The Settlement,1983,Key cast:,Vanessa Wilkinson
12464,The Settlement,1983,Director/s:,Howard Rubie
12465,The Settlement,1983,Producer/s:,Robert Bruning
12466,Seven Little Australians,1939,Key cast:,Charles McCallum
12467,Seven Little Australians,1939,Key cast:,Patricia McDonald
12468,Seven Little Australians,1939,Key cast:,Sandra Jaques
12469,Seven Little Australians,1939,Key cast:,Robert Gray
12470,Seven Little Australians,1939,Key cast:,Mary McGowan
12471,Seven Little Australians,1939,Key cast:,Janet Gleeson
12472,Seven Little Australians,1939,Key cast:,Ronald Rousel
12473,Seven Little Australians,1939,Key cast:,Nancy Gleeson
12474,Seven Little Australians,1939,Key cast:,Donald Tall
12475,Seven Little Australians,1939,Key cast:,Harold Meade
12476,Seven Little Australians,1939,Key cast:,Nan Taylor
12477,Seven Little Australians,1939,Key cast:,John Wiltshire
12478,Seven Little Australians,1939,Key cast:,John Fernside
12479,Seven Little Australians,1939,Key cast:,Edna Montgomery
12480,Seven Little Australians,1939,Key cast:,Howard Craven
12481,Seven Little Australians,1939,Key cast:,Letty Craydon
12482,Seven Little Australians,1939,Key cast:,George Doran
12483,Seven Little Australians,1939,Key cast:,Nesta Tait
12484,Seven Little Australians,1939,Key cast:,Carl Francis
12485,Seven Little Australians,1939,Key cast:,Connie Martyn
12486,Seven Little Australians,1939,Key cast:,Nellie Lamport
12487,Seven Little Australians,1939,Key cast:,Mary Swan
12488,Seven Little Australians,1939,Key cast:,Jean Hart
12489,Seven Little Australians,1939,Key cast:,Margaret Rousel
12490,Seven Little Australians,1939,Key cast:,Richard Dowse
12491,Seven Little Australians,1939,Key cast:,Norman Wait
12492,Seven Little Australians,1939,Key cast:,Eve Wynne
12493,Seven Little Australians,1939,Director/s:,Arthur Greville Collins
12494,Seven Little Australians,1939,Producer/s:,Arthur Greville Collins
12495,Seventh Floor,1993,Key cast:,Brooke Shields
12496,Seventh Floor,1993,Key cast:,Masaya Kato
12497,Seventh Floor,1993,Key cast:,Linda Cropper
12498,Seventh Floor,1993,Key cast:,Craig Pearce
12499,Seventh Floor,1993,Key cast:,Russell Newman
12500,Seventh Floor,1993,Key cast:,Malcolm Kennard
12501,Seventh Floor,1993,Key cast:,Joy Smithers
12502,Seventh Floor,1993,Key cast:,Patrick Thompson
12503,Seventh Floor,1993,Key cast:,Barry Langrishe
12504,Seventh Floor,1993,Key cast:,David Baldwin
12505,Seventh Floor,1993,Key cast:,Robert Simper
12506,Seventh Floor,1993,Director/s:,Ian Barry
12507,Seventh Floor,1993,Producer/s:,Chris Brown
12508,Seventh Floor,1993,Producer/s:,Hiroyuki Ikeda
12509,Seventh Floor,1993,Producer/s:,John Sexton
12510,Sex is a Four Letter Word,1995,Key cast:,Joy Smithers
12511,Sex is a Four Letter Word,1995,Key cast:,Rhett Walton
12512,Sex is a Four Letter Word,1995,Key cast:,Mark Lee
12513,Sex is a Four Letter Word,1995,Key cast:,Tessa Humphries
12514,Sex is a Four Letter Word,1995,Key cast:,Timothy Jones
12515,Sex is a Four Letter Word,1995,Key cast:,Miranda Otto
12516,Sex is a Four Letter Word,1995,Key cast:,Jonathon Sammy-Lee
12517,Sex is a Four Letter Word,1995,Key cast:,Murray Fahey
12518,Sex is a Four Letter Word,1995,Director/s:,Murray Fahey
12519,Sex is a Four Letter Word,1995,Producer/s:,Murray Fahey
12520,Sex Rules,1988,Key cast:,Kirsty McGregor
12521,Sex Rules,1988,Key cast:,Angelica Klages
12522,Sex Rules,1988,Director/s:,Pip Karmel
12523,Sex Rules,1988,Producer/s:,
12524,Shadow of the Boomerang,1960,Key cast:,Georgia Lee
12525,Shadow of the Boomerang,1960,Key cast:,Dick Jones
12526,Shadow of the Boomerang,1960,Key cast:,The Billy Graham Team
12527,Shadow of the Boomerang,1960,Key cast:,Marcia Hathaway
12528,Shadow of the Boomerang,1960,Key cast:,Ken Frazer
12529,Shadow of the Boomerang,1960,Key cast:,Keith Buckley
12530,Shadow of the Boomerang,1960,Key cast:,Vaughan Tracey
12531,Shadow of the Boomerang,1960,Key cast:,Hugh Sanders
12532,Shadow of the Boomerang,1960,Key cast:,Maurice Manson
12533,Shadow of the Boomerang,1960,Key cast:,Orville Sherman
12534,Shadow of the Boomerang,1960,Key cast:,Jimmy Little
12535,Shadow of the Boomerang,1960,Director/s:,Dick Ross
12536,Shadow of the Boomerang,1960,Producer/s:,Dick Ross
12537,Shadows of the Peacock,1987,Key cast:,Wendy Hughes
12538,Shadows of the Peacock,1987,Key cast:,John Lone
12539,Shadows of the Peacock,1987,Key cast:,Rod Mullinar
12540,Shadows of the Peacock,1987,Key cast:,Peta Toppano
12541,Shadows of the Peacock,1987,Key cast:,Steve Jacobs
12542,Shadows of the Peacock,1987,Key cast:,Gillian Jones
12543,Shadows of the Peacock,1987,Key cast:,Claudia Karvan
12544,Shadows of the Peacock,1987,Key cast:,Rebecca Smart
12545,Shadows of the Peacock,1987,Key cast:,Matthew Taylor
12546,Shadows of the Peacock,1987,Key cast:,Lynda Stoner
12547,Shadows of the Peacock,1987,Key cast:,Ray Harding
12548,Shadows of the Peacock,1987,Key cast:,Penny Stehli
12549,Shadows of the Peacock,1987,Key cast:,Dibbs Mather
12550,Shadows of the Peacock,1987,Key cast:,Don Pascoe
12551,Shadows of the Peacock,1987,Key cast:,Jan Boreham
12552,Shadows of the Peacock,1987,Director/s:,Phillip Noyce
12553,Shadows of the Peacock,1987,Producer/s:,Jane Scott
12554,Shame,1987,Key cast:,Deborra-Lee Furness
12555,Shame,1987,Key cast:,Tony Barry
12556,Shame,1987,Key cast:,Simone Buchanan
12557,Shame,1987,Key cast:,Gillian Jones
12558,Shame,1987,Key cast:,Peter Aanensen
12559,Shame,1987,Key cast:,Margaret Ford
12560,Shame,1987,Key cast:,David Franklin
12561,Shame,1987,Key cast:,Bill McCluskey
